"time_period","ref_area","indicator","breakdown","unit_measure","value"
"2012","LU","price_internet_only","offer_30_100_mbps","minimum_euro_ppp","45.31558020648869"
"2012","LU","price_internet_only","offer_8_12_mbps","minimum_euro_ppp","50.9516039812742"
"2012","LV","price_internet_only","offer_12_30_mbps","minimum_euro_ppp","14.49047094030556"
"2012","LV","price_internet_only","offer_30_100_mbps","minimum_euro_ppp","14.81714822398395"
"2012","LV","price_internet_only","offer_8_12_mbps","minimum_euro_ppp","19.11062109518559"
"2012","MT","price_internet_only","offer_12_30_mbps","minimum_euro_ppp","22.17277022559786"
"2012","MT","price_internet_only","offer_30_100_mbps","minimum_euro_ppp","68.6833286449496"
"2012","MT","price_internet_only","offer_8_12_mbps","minimum_euro_ppp","31.14938265632475"
"2012","NL","price_internet_only","offer_12_30_mbps","minimum_euro_ppp","20.51250151807322"
"2012","NL","price_internet_only","offer_30_100_mbps","minimum_euro_ppp","25.54806145752801"
"2012","NO","price_internet_only","offer_12_30_mbps","minimum_euro_ppp","31.7098676054472"
"2012","NO","price_internet_only","offer_30_100_mbps","minimum_euro_ppp","40.22939556539761"
"2012","NO","price_internet_only","offer_8_12_mbps","minimum_euro_ppp","32.57577908374263"
